drug	condition
DB00302	D000092503
DB00302	D006230
DB00635	D020330
DB00635	D005158
DB00635	D010243
DB00295	D012600
DB00559	D011928
DB00559	D009336
DB00770	D011928
DB00770	D009336
DB00073	D008228
DB00334	D012559
DB00334	D011618
DB00334	D001523
DB00734	D011618
DB00734	D001523
DB00811	D007239
DB00811	D003141
DB00034	D007239
DB00034	D003141
DB00034	D006506
DB00034	D006526
DB00034	D006505
DB00105	D007239
DB00105	D003141
DB00105	D006506
DB00105	D006526
DB00105	D006505
DB00022	D007239
DB00022	D003141
DB00022	D006506
DB00022	D006526
DB00022	D006505
DB12328	D014860
DB12328	D003218
DB13178	D011085
DB13178	D013577
DB03995	D008107
DB03995	D020774
DB03995	D018888
DB03995	D057180
DB03995	D009542
DB03995	D052536
DB03995	D052556
DB01409	D008173
DB00041	D010051
DB00020	D010051
DB00327	D059787
DB00327	D002637
DB00503	D007239
DB01601	D007239
DB01232	D007239
DB14126	D007239
DB00300	D007239
DB00879	D007239
DB00297	D008175
DB06335	D003550
DB06335	D005355
DB01101	D002277
DB01101	D002292
DB00448	D013276
DB00448	D014456
DB05351	D013276
DB05351	D014456
DB00072	D001943
DB05773	D001943
DB14962	D001943
DB00072	D009362
DB05773	D009362
DB14962	D009362
DB00072	D001932
DB05773	D001932
DB14962	D001932
DB01590	D001943
DB01590	D009362
DB01590	D001932
DB00361	D009362
DB00361	D001932
DB00035	D004775
DB00035	D014549
DB00035	D053206
DB00604	D018589
DB09063	D008175
DB09063	D002289
DB00489	D001281
DB01195	D001281
DB01182	D001281
DB00745	D012131
DB00745	D003693
DB06413	D012131
DB06413	D003693
DB00758	D017202
DB00758	D003327
DB00987	D015471
DB01262	D007948
DB01262	D015479
DB01262	D015471
DB00694	D007948
DB00694	D015479
DB00694	D015471
DB00305	D001749
DB00987	D008228
DB01234	D008223
DB11487	D008223
DB14649	D008223
DB01234	D008228
DB11487	D008228
DB14649	D008228
DB01234	D054198
DB11487	D054198
DB14649	D054198
DB01234	D007945
DB11487	D007945
DB14649	D007945
DB00635	D008228
DB00635	D054198
DB00635	D007945
DB00531	D008228
DB00531	D054198
DB00531	D007945
DB01181	D008228
DB01181	D054198
DB01181	D007945
DB00541	D008228
DB00541	D054198
DB00541	D007945
DB00480	D009101
DB00480	D054219
DB00704	D000428
DB00704	D004327
DB06228	D013927
DB06228	D020246
DB00281	D014552
DB01183	D009293
DB00396	D007752
DB00396	D010923
DB01234	D020250
DB11487	D020250
DB14649	D020250
DB00673	D020250
DB00126	D059411
DB14490	D059411
DB14484	D059411
DB14482	D059411
DB00820	D059411
DB00706	D059411
DB01109	D051437
DB15404	D051437
DB01109	D058186
DB15404	D058186
DB00965	D009369
DB00965	D006258
DB00246	D012559
DB00246	D011618
DB01221	D010148
DB01132	D010024
DB01132	D003920
DB08882	D010024
DB00738	D008175
DB00738	D002289
DB00441	D002289
DB00853	D009369
DB00853	D002289
DB00853	D009362
DB00853	D001932
DB00633	D003693
DB01073	D006689
DB06769	D008223
DB06769	D006689
DB00476	D012892
DB00476	D003865
DB09212	D019547
DB01136	D006975
DB01136	D008103
DB01136	D004932
DB01136	D014648
DB01136	D006470
DB00853	D008545
DB01234	D007938
DB11487	D007938
DB14649	D007938
DB01234	D015451
DB11487	D015451
DB14649	D015451
DB01229	D008223
DB13809	D008223
DB01229	D007938
DB13809	D007938
DB01229	D008228
DB13809	D008228
DB01229	D015451
DB13809	D015451
DB00773	D008228
DB00773	D015451
DB00531	D007938
DB00531	D015451
DB01042	D008223
DB01042	D008228
DB01042	D015451
DB00262	D008223
DB00262	D007938
DB00262	D008228
DB00262	D015451
DB00348	D000417
DB00348	D016115
DB00853	D005909
DB00544	D013274
DB00007	D000230
DB11097	D008659
DB14684	D008659
DB06151	D007674
DB14080	D007674
DB14479	D007674
DB14480	D007674
DB00277	D007674
DB00755	D007938
DB00755	D015473
DB01169	D015473
DB00169	D014808
DB11094	D014808
DB00302	D016063
DB06403	D000081029
DB06403	D065627
DB06403	D006973
DB00421	D000081029
DB00421	D065627
DB00421	D006973
DB00007	D007246
DB00163	D000326
DB14001	D000326
DB14477	D000326
DB06151	D000326
DB14080	D000326
DB14479	D000326
DB14480	D000326
DB00194	D008223
DB00194	D016399
DB00194	D016411
DB01073	D016399
DB01073	D016411
DB01273	D019966
DB00104	D009765
DB01006	D000858
DB09421	D010900
DB09421	D013959
DB01270	D008268
DB01270	D008269
DB01270	D012170
DB01270	D004487
DB14761	D000086382
DB00068	D000086382
DB11793	D011471
DB06655	D024821
DB06655	D013577
DB00619	D007938
DB00619	D054198
DB00619	D007945
DB00619	D010677
DB09052	D007938
DB09052	D054198
DB09052	D007945
DB09052	D010677
DB08901	D007938
DB08901	D054198
DB08901	D007945
DB08901	D010677
DB00296	D000013
DB00136	D007674
DB15557	D007674
DB00136	D003928
DB15557	D003928
DB06137	D055623
DB06137	D007642
DB08934	D006526
DB11613	D006526
DB00091	D009503
DB00091	D000741
DB00091	D010198
DB00531	D000740
DB00531	D009503
DB00531	D000741
DB00531	D010198
DB00203	D058729
DB00203	D016491
DB08879	D008171
DB08879	D017563
DB08879	D012595
DB08879	D045743
DB08879	D012598
DB00959	D059350
DB14643	D059350
DB00860	D059350
DB14631	D059350
DB14632	D059350
DB15566	D059350
DB13928	D000544
DB00987	D015464
DB00987	D015465
DB08885	D008269
DB08885	D004487
DB01268	D008545
DB01268	D014604
DB00313	D008545
DB00313	D014604
DB00916	D003092
DB15759	D003092
DB00916	D003093
DB15759	D003093
DB00916	D014456
DB15759	D014456
DB00512	D003092
DB00512	D003093
DB00512	D014456
DB01211	D003092
DB01211	D003093
DB01211	D014456
DB00254	D003092
DB00254	D003093
DB00254	D014456
DB00537	D003092
DB00537	D003093
DB00537	D014456
DB01220	D003092
DB01220	D003093
DB01220	D014456
DB01112	D003092
DB01112	D003093
DB01112	D014456
DB00994	D003092
DB00994	D003093
DB00994	D014456
DB00390	D001281
DB01118	D001281
DB01373	D001281
DB00996	D000437
DB08872	D000437
DB01205	D000437
DB01101	D000230
DB00072	D000230
DB05773	D000230
DB14962	D000230
DB00072	D013274
DB05773	D013274
DB14962	D013274
DB11595	D000230
DB11595	D013274
DB00834	D000030
DB00034	D002277
DB00034	D001943
DB00105	D002277
DB00105	D001943
DB00531	D002277
DB01234	D008269
DB11487	D008269
DB14649	D008269
DB01234	D012170
DB11487	D012170
DB14649	D012170
DB00112	D012170
DB00709	D014376
DB00495	D014376
DB00625	D014376
DB00470	D000428
DB00575	D001943
DB00575	D019584
DB01591	D001943
DB01591	D019584
DB00853	D009423
DB00853	D016543
DB01073	D000081003
DB01073	D009503
DB01073	D000080983
DB01073	D010198
DB01073	D029503
DB01008	D000081003
DB01008	D009503
DB01008	D000080983
DB01008	D010198
DB01008	D029503
DB09526	D008548
DB01234	D016399
DB11487	D016399
DB14649	D016399
DB01234	D016411
DB11487	D016411
DB14649	D016411
DB01234	D007119
DB11487	D007119
DB14649	D007119
DB00073	D016399
DB00073	D016411
DB00073	D007119
DB00441	D008223
DB00441	D016399
DB00441	D016411
DB00441	D007119
DB01050	D063806
DB12281	D013789
DB11793	D006258
DB15627	D006258
DB09330	D002289
DB00641	D054058
DB00641	D013577
DB00973	D054058
DB00973	D013577
DB00734	D044342
DB01119	D003922
DB01119	D007003
DB08903	D007918
DB00907	D019970
DB01238	D019970
DB00905	D005901
DB00905	D009798
DB00287	D005901
DB00287	D009798
DB01194	D005901
DB00531	D015266
DB00531	D018278
DB00531	D012878
DB00544	D015266
DB00544	D002277
DB00544	D018278
DB00544	D012878
DB00563	D015266
DB00563	D002277
DB00563	D018278
DB00563	D012878
DB00441	D014523
DB15490	D003866
DB15490	D003863
DB15490	D003865
DB00966	D009203
DB00966	D054058
DB00966	D003327
DB00966	D013577
DB00966	D007238
DB00178	D009203
DB00178	D054058
DB00178	D003327
DB00178	D013577
DB00178	D007238
DB01229	D010051
DB13809	D010051
DB01229	D000077216
DB13809	D000077216
DB00112	D010051
DB00112	D000077216
DB00958	D010051
DB00958	D000077216
DB01229	D001943
DB13809	D001943
DB01327	D007822
DB00338	D015658
DB00041	D011111
DB00041	D013700
DB00110	D014777
DB00110	D018357
DB00246	D001523
DB00246	D000066553
DB00246	D019955
DB00246	D000096865
DB00246	D019958
DB00951	D014376
DB00419	D005733
DB00419	D013661
DB00419	D016537
DB00419	D020143
DB00419	D012497
DB01043	D001289
DB01222	D001249
DB00983	D001249
DB01274	D001249
DB00531	D009362
DB01073	D009362
DB00002	D009362
DB00515	D010051
DB00515	D000077216
DB11094	D010024
DB09078	D006528
DB00588	D029424
DB08906	D029424
DB13867	D029424
DB00588	D008171
DB08906	D008171
DB13867	D008171
DB00588	D008173
DB08906	D008173
DB13867	D008173
DB01222	D008171
DB00986	D029424
DB00986	D008171
DB00986	D008173
DB00983	D008171
DB01274	D008171
DB00734	D001321
DB00734	D000066553
DB00734	D019958
DB00480	D007938
DB00480	D011289
DB00480	D007951
DB00480	D015470
DB00480	D009190
DB00480	D013577
DB00518	D005873
DB12834	D005873
DB00916	D005873
DB15759	D005873
DB01270	D020256
DB01270	D009389
DB00460	D008268
DB00460	D020256
DB00460	D009389
DB01039	D012164
DB13873	D012164
DB01039	D003930
DB13873	D003930
DB06643	D001943
DB06643	D058922
DB06643	D018270
DB01229	D058922
DB13809	D058922
DB01229	D018270
DB13809	D018270
DB00531	D058922
DB00531	D018270
DB00958	D001943
DB00958	D058922
DB00958	D018270
DB00072	D058922
DB05773	D058922
DB14962	D058922
DB00072	D018270
DB05773	D018270
DB14962	D018270
DB00445	D058922
DB00445	D018270
DB06366	D001943
DB06366	D058922
DB06366	D018270
DB01611	D052016
DB01611	D013280
DB01248	D008175
DB01248	D002289
DB01248	D009503
DB01248	D064420
DB00012	D008175
DB00012	D002289
DB00012	D009503
DB00012	D064420
DB06480	D003248
DB00855	D002277
DB00855	D002295
DB01248	D009369
DB01065	D011014
DB17472	D008223
DB17472	D008224
DB00441	D008228
DB00526	D008223
DB00526	D008228
DB00480	D008228
DB01050	D010149
DB05676	D011565
DB01222	D046728
DB00047	D003922
DB00668	D010149
DB00668	D050723
DB00668	D064386
DB00295	D010149
DB00295	D050723
DB00295	D064386
DB00296	D064386
DB01400	D009325
DB01400	D014839
DB01400	D020250
DB00465	D010003
DB00668	D010003
DB00295	D010003
DB00296	D010003
DB09037	D012008
DB09035	D012008
DB01101	D012008
DB06151	D017093
DB14080	D017093
DB14479	D017093
DB14480	D017093
DB06151	D056486
DB14080	D056486
DB14479	D056486
DB14480	D056486
DB06151	D011041
DB14080	D011041
DB14479	D011041
DB14480	D011041
DB06151	Q000506
DB14080	Q000506
DB14479	Q000506
DB14480	Q000506
DB06151	D062787
DB14080	D062787
DB14479	D062787
DB14480	D062787
DB01213	D017093
DB01213	D056486
DB01213	D011041
DB01213	Q000506
DB01213	D062787
DB00669	D020326
DB00669	D006261
DB00669	D005483
DB00046	D003922
DB01222	D008545
DB06186	D008545
DB01137	D001749
DB01137	D011470
DB01137	D003967
DB01137	D006965
DB06637	D009103
DB06637	D012598
DB00163	D006506
DB14001	D006506
DB14477	D006506
DB00163	D006509
DB14001	D006509
DB14477	D006509
DB00163	D019694
DB14001	D019694
DB14477	D019694
DB00163	D006505
DB14001	D006505
DB14477	D006505
DB00163	D006521
DB14001	D006521
DB14477	D006521
DB00163	D005234
DB14001	D005234
DB14477	D005234
DB00442	D006506
DB00442	D006509
DB00442	D019694
DB00442	D006505
DB00442	D006521
DB00442	D005234
DB01136	D006333
DB04861	D006333
DB00612	D006333
DB00697	D001416
DB00697	D017116
DB11580	D007674
DB11580	D005922
DB00951	D007871
DB00951	D014456
DB00435	D006976
DB00435	D006973
DB00435	D006461
DB01268	D002292
DB09079	D002292
DB01234	D054391
DB11487	D054391
DB14649	D054391
DB00441	D054391
DB00773	D016399
DB00773	D016411
DB00773	D054391
DB00059	D008223
DB00059	D016399
DB00059	D016411
DB00059	D054391
DB00959	D019534
DB14643	D019534
DB00860	D019534
DB14631	D019534
DB14632	D019534
DB15566	D019534
DB00297	D019534
DB11575	D006526
DB11575	D006505
DB00177	D006973
DB09079	D002289
DB00851	D008545
DB12525	D008545
DB00020	D008545
DB00327	D019966
DB00327	D009293
DB00947	D001943
DB09570	D001943
DB14909	D009447
DB01039	D006949
DB13873	D006949
DB01039	D006951
DB13873	D006951
DB00601	D002056
DB00989	D019954
DB00989	D060825
DB06151	D051436
DB14080	D051436
DB14479	D051436
DB14480	D051436
DB00563	D011565
DB00530	D002289
DB00476	D020773
DB00476	D006261
DB00741	D012772
DB14538	D012772
DB14539	D012772
DB14540	D012772
DB14541	D012772
DB14543	D012772
DB14544	D012772
DB00741	D012769
DB14538	D012769
DB14539	D012769
DB14540	D012769
DB14541	D012769
DB14543	D012769
DB14544	D012769
DB04932	D000086382
DB04932	D000080424
DB00107	D004108
DB00331	D011085
DB00331	D050177
DB01276	D011085
DB01276	D050177
DB00201	D001930
DB00201	D006470
DB06777	D009767
DB00930	D009767
DB01645	D001749
DB00150	D003693
DB00150	D000071257
DB00331	D009394
DB00331	D013577
DB00026	D009080
DB01076	D009080
DB00813	D009767
DB00683	D009767
DB00818	D009767
DB00728	D009767
DB00390	D006331
DB00396	D007246
DB00425	D011596
DB00404	D011596
DB01065	D020920
DB01065	D005221
DB01065	D011183
DB08904	D003424
DB00740	D013313
DB01268	D001943
DB00916	D014245
DB15759	D014245
DB00916	D014247
DB15759	D014247
DB00916	D014627
DB15759	D014627
DB12834	D014245
DB12834	D014247
DB12834	D014627
DB06186	D007938
DB06186	D008175
DB06186	D002289
DB06186	D007951
DB06186	D015470
DB06186	D011289
DB06186	D015464
DB06186	D000077216
DB06186	D054438
DB06186	D009190
DB06186	D009196
DB06186	D054437
DB06186	D013577
DB06186	D012008
DB01030	D055752
DB00928	D054198
DB00928	D007945
DB00997	D008228
DB00650	D002277
DB00650	D006528
DB00544	D006528
DB00526	D002277
DB00526	D006528
DB00958	D055752
DB00773	D055752
DB00273	D004827
DB01202	D004827
DB00531	D009369
DB01101	D009369
DB09035	D009369
DB00570	D009369
DB00432	D012004
DB00390	D054972
DB00390	D054971
DB00390	D013610
DB00390	D013577
DB00545	D054972
DB00545	D054971
DB00545	D013610
DB00545	D013577
DB00588	D003550
DB08906	D003550
DB13867	D003550
DB00588	D005355
DB08906	D005355
DB13867	D005355
DB00295	D008171
DB00295	D008173
DB00295	D029424
DB00295	D004417
DB00145	D007674
DB00145	D051436
DB00145	D000740
DB00878	D007239
DB00878	D019966
DB00878	D015819
DB06292	D003924
DB00390	D003924
DB00682	D003924
DB01327	D014946
DB01327	D014947
DB00083	D009463
DB16820	D009463
DB00619	D018222
DB00619	D005350
DB01234	D015352
DB11487	D015352
DB14649	D015352
DB01234	D007638
DB11487	D007638
DB14649	D007638
DB00188	D009369
DB01030	D009369
DB01229	D002583
DB13809	D002583
DB00515	D002583
DB00997	D012509
DB00571	D012509
DB00704	D000437
DB00704	D019973
DB01183	D000437
DB01183	D019973
DB01183	D000428
DB01229	D012008
DB13809	D012008
DB00112	D002583
DB00112	D012008
DB00958	D002583
DB00620	D007627
DB04951	D007627
DB00709	D008060
DB00625	D008060
DB00649	D008060
DB00220	D008060
DB00020	D007938
DB00020	D008175
DB00020	D011289
DB00020	D008654
DB00020	D000086002
DB00020	D009190
DB00020	D013577
DB06809	D008223
DB06809	D009101
DB06809	D054219
DB06809	D008228
DB00281	D001008
DB01394	D011658
DB01394	D005355
DB00853	D001943
DB01229	D002294
DB13809	D002294
DB01229	D000077195
DB13809	D000077195
DB14922	D002277
DB14922	D002294
DB14922	D000077195
DB14126	D000163
DB14126	D007153
DB00300	D000163
DB00300	D007153
DB00879	D000163
DB00879	D015658
DB00879	D007153
DB00107	D019966
DB00107	D000437
DB06643	D007246
DB06643	D053713
DB06643	D007248
DB01006	D007246
DB01006	D053713
DB01006	D007248
DB01212	D008193
DB01212	D000077342
DB00281	D002277
DB00281	D002294
DB00281	D010212
DB00281	D009959
DB00281	D000077195
DB00083	D003866
DB16820	D003866
DB00083	D003863
DB16820	D003863
DB00083	D003865
DB16820	D003865
DB01590	D002277
DB01590	D002292
DB15463	D002277
DB15463	D002292
DB01225	D003324
DB01225	D009203
DB01225	D013927
DB01225	D007238
DB00855	D002280
DB00188	D008223
DB00188	D018442
DB00188	D008228
DB00188	D013274
DB00470	D060825
DB00619	D012595
DB00619	D045743
DB00619	D012594
DB00650	D015179
DB09035	D015179
DB00526	D015179
DB00544	D015179
DB00215	D020178
DB00921	D010149
DB00921	D050723
DB00921	D064386
DB00008	D006526
DB00008	D019698
DB09068	D003866
DB09068	D003865
DB00904	D009164
DB00904	D015270
DB00642	D002583
DB00642	D008654
DB00642	D013945
DB00642	D013953
DB06616	D002583
DB06616	D008654
DB06616	D002289
DB06616	D013945
DB06616	D013953
DB01229	D000077277
DB13809	D000077277
DB01204	D002277
DB01204	D013274
DB09035	D002277
DB09035	D001943
DB09035	D058922
DB06186	D002277
DB06186	D001943
DB06186	D058922
DB00864	D017093
DB00328	D013180
DB00328	D016512
DB00422	D000544
DB00422	D003704
DB11135	D013966
DB11135	D013967
DB11135	D050031
DB01197	D001024
DB01197	D003251
DB00519	D001024
DB00519	D003251
DB00762	D013274
DB00445	D013274
DB00399	D001943
DB00399	D009362
DB00331	D003922
DB00422	D007938
DB00422	D054198
DB00422	D007945
DB00422	D001932
DB00422	D000208
DB00381	D011507
DB00177	D011507
DB00441	D009369
DB00193	D001416
DB00193	D017116
DB00818	D003693
DB00818	D000071257
DB00818	D064420
DB09315	D003193
DB13453	D003193
DB09315	D009771
DB13453	D009771
DB00899	D012772
DB00899	D012769
DB00818	D012772
DB00818	D012769
DB11823	D012772
DB11823	D012769
DB00641	D006949
DB01043	D001930
DB01043	D000070642
DB01043	D014947
DB01043	D060825
DB01043	D003072
DB00627	D050171
DB15764	D050171
DB00281	D009059
DB00668	D009059
DB01132	D001168
DB01132	D001172
DB01132	D002318
DB00727	D001168
DB00727	D001172
DB00727	D002318
DB00302	D010149
DB11061	D008223
DB14478	D008223
DB11061	D009369
DB14478	D009369
DB11061	D007938
DB14478	D007938
DB11061	D012509
DB14478	D012509
DB11061	D009447
DB14478	D009447
DB11061	D009423
DB14478	D009423
DB11061	D016543
DB14478	D016543
DB11061	D002817
DB14478	D002817
DB11061	D052016
DB14478	D052016
DB11061	D013280
DB14478	D013280
DB01234	D000309
DB11487	D000309
DB14649	D000309
DB11091	D014860
DB00043	D012220
DB00043	D065631
DB00043	D006255
DB00207	D056586
DB00207	D000755
DB00207	D013577
DB00653	D001932
DB00633	D001932
DB00569	D013927
DB00569	D013924
DB01109	D003920
DB15404	D003920
DB06822	D003920
DB06779	D003920
DB00390	D006333
DB01222	D002908
DB00983	D002908
DB01274	D002908
DB00736	D005764
DB01104	D003865
DB01104	D001008
DB00230	D002189
DB00083	D006547
DB16820	D006547
DB00083	D046449
DB16820	D046449
DB00083	D000082122
DB16820	D000082122
DB11097	D006937
DB14684	D006937
DB00112	D004938
DB00112	D001471
DB00281	D020920
DB00281	D020447
DB09210	D019970
DB00107	D001049
DB00107	D012891
DB00390	D010190
DB01373	D010190
DB11596	D010190
DB01394	D003141
DB01394	D018352
DB01224	D012559
DB09128	D012559
DB00034	D007938
DB00034	D008545
DB00034	D002292
DB00034	D007951
DB00034	D015464
DB00105	D007938
DB00105	D008545
DB00105	D002292
DB00105	D007951
DB00105	D015464
DB00008	D002277
DB00008	D007938
DB00008	D008545
DB00008	D002292
DB00008	D007951
DB00008	D015464
DB00958	D009369
DB00254	D000152
DB00582	D002177
DB00582	D009181
DB00582	D001228
DB00582	D003453
DB06655	D015431
DB00281	D001763
DB00860	D000086582
DB14631	D000086582
DB14632	D000086582
DB15566	D000086582
DB01233	D006471
DB01233	D006470
DB00186	D012640
DB00186	D013226
DB00682	D008173
DB00682	D029424
DB00682	D011655
DB00682	D013923
DB01229	D016889
DB13809	D016889
DB00684	D003550
DB09559	D009369
DB00938	D029424
DB01043	D010523
DB01043	D000072716
DB00285	D010523
DB00285	D000072716
DB01088	D006323
DB00758	D007511
DB00758	D006470
DB00736	D004942
DB00736	D020920
DB00736	D020447
DB00736	D006356
DB00295	D000081029
DB00295	D065627
DB00295	D006973
DB00652	D048949
DB00295	D059787
DB01248	D006258
DB01248	D007822
DB01248	D010255
DB01248	D010610
DB00544	D006258
DB00544	D007822
DB00544	D010255
DB00544	D010610
DB01005	D006258
DB01005	D007822
DB01005	D010255
DB01005	D010610
DB00959	D001024
DB14643	D001024
DB00959	D007249
DB14643	D007249
DB00860	D001024
DB14631	D001024
DB14632	D001024
DB15566	D001024
DB00860	D007249
DB14631	D007249
DB14632	D007249
DB15566	D007249
DB11166	D013927
DB11166	D020246
DB11166	D020152
DB09146	D007674
DB09146	D051436
DB09146	D000740
DB09146	D018798
DB09146	D000090463
DB09146	D003677
DB06215	D007674
DB06215	D051436
DB06215	D000740
DB06215	D018798
DB06215	D000090463
DB06215	D003677
DB09035	D008175
DB00535	D010031
DB00535	D010033
DB01115	D047928
DB01115	D007752
DB09059	D047928
DB09059	D007752
DB01083	D011085
DB01083	D013577
DB01083	D015431
DB01105	D011085
DB01105	D013577
DB01105	D015431
DB09256	D003110
DB09256	D053842
DB01060	D007239
DB01060	D003141
DB01060	D001424
DB01060	D016905
DB01060	D016481
DB01060	D004415
DB09047	D007239
DB09047	D003141
DB09047	D001424
DB09047	D016905
DB09047	D016481
DB09047	D004415
DB00736	D007239
DB00736	D003141
DB00736	D001424
DB00736	D016905
DB00736	D016481
DB00736	D004415
DB00002	D000230
DB00002	D013274
DB00477	D012559
DB00363	D012559
DB00391	D012559
DB00864	D006333
DB01234	D007951
DB11487	D007951
DB14649	D007951
DB01234	D015470
DB11487	D015470
DB14649	D015470
DB00531	D007951
DB00531	D015470
DB00997	D007938
DB00997	D007951
DB00997	D015470
DB00997	D054198
DB00997	D007945
DB01073	D054198
DB01073	D007945
DB00773	D007951
DB00773	D015470
DB00541	D007938
DB00541	D007951
DB00541	D015470
DB00694	D054198
DB00694	D007945
DB08886	D007938
DB08886	D007951
DB08886	D015470
DB08886	D054198
DB08886	D007945
DB01204	D007938
DB01204	D007951
DB01204	D015470
DB01204	D054198
DB01204	D007945
DB01177	D054198
DB01177	D007945
DB01005	D007938
DB01005	D007951
DB01005	D015470
DB01005	D054198
DB01005	D007945
DB00059	D007938
